full time,Hc full,bitstring,demands,layers,search iterations (if aer),pref seed,n candidates,lambdas
210.54038667678833,241.0,01101001111110010101101000011011100001111011100000101010011111000101010011101111111001110001100100100010000110100111100011111101110100100100,,2,15,10,20,"{'demand': 2, 'fair': 10, 'pref': 5, 'unavail': 10, 'extent': 5, 'rest': 0, 'titles': 5, 'memory': 3}"
