sampler id:s,time
571d3791-ca95-4fc0-b71a-f852ca3f87b6,15.252243995666504
23847527-0e5e-497a-8d25-49f7dadfcf77,17.71813178062439
474452c0-0c8b-4add-bb3b-d1bba3555925,17.74627995491028
6976654d-81a9-45cd-a548-f8cc0163e7db,17.81887125968933
6a319b09-de3b-41b1-9e36-dbe94acf44ed,16.920806169509888
e86d24ba-cee0-4185-82e9-18036d382765,17.152645111083984
36337ce4-f4c3-40fe-a8c2-28c481bbe776,16.67394995689392
f70d0b14-fe1f-49d8-a689-b5445e703e8c,17.93669104576111
dd7a00c0-5cd9-4d6f-b8de-93cf25e53669,19.34413194656372
693541c0-26dd-483a-907c-6ddb61fe9201,18.011022090911865
5c0f4afe-5732-4a86-86c1-cbf9a20409a1,17.25097393989563
641161dd-3137-4972-b4c7-118b976880d3,18.29603409767151
c667e766-0aba-4a5d-88e0-16e205b42e5e,18.733007669448853
68c40839-35a6-4a66-a4d0-053aa26140f1,17.611258029937744
