full time,Hc full,bitstring,demands,layers,search iterations (if aer),pref seed,n candidates,lambdas,constraints
62.355008125305176,-235.0,0001100011010100001001100000111010111100,,2,20,10,50,"{'demand': 3, 'fair': 10, 'pref': 5, 'unavail': 15, 'extent': 8, 'rest': 0, 'titles': 8, 'memory': 3}","{'demand': {'correct rate': 0.9, 'too many': np.float64(1.0), 'too few': 0}, 'titles': {'ST error': 0, 'UL error': 0, 'ÖL error': 0}, 'preference': {'satisfaction': array([[2.        , 0.        , 0.47619048, 1.43290043]]), 'prefer satisfied': array([[1. , nan, 0.5, 0.5]]), 'prefer not satisfied': array([[ 1., nan, nan,  1.]])}, 'extent': {'error': array([[-44.        , -16.        , -25.33333333, -16.        ]])}, 'unavail': {'unavail': np.float64(0.0)}}"
