sampler id:s,time
04daa370-3a79-4abd-b372-d793fd22f7d8,18.191258192062378
151e3512-2775-443f-9b78-22ec6c406792,19.217955112457275
11545c92-af1f-408c-9dff-06f557a30374,20.88330578804016
2f60d876-0758-4e6f-b964-ff426e38981d,22.382204294204712
e78530f2-1d4b-425d-baa2-c8a842b74f35,21.21495294570923
e21bf71f-607f-4880-bf3c-6cac5aafd96b,22.82020092010498
79053c50-fe40-47bc-86d3-0717d1132421,23.760685920715332
a4b7bf8d-9fb7-4b12-aba3-2783dabd3e4c,22.50820302963257
716cc1c4-cc90-4ae3-9984-a7d25032a098,22.56304097175598
d723c7c0-c3d4-47e9-b38e-0268bcd8d867,24.169246912002563
a24265b6-a501-4259-a19b-f0d4f87891a0,22.69208288192749
77b9ee6c-523d-4c40-b8d2-e78913d9ba60,23.254762887954712
e4438439-7aec-46b2-b491-73c9aa0515a6,25.098474979400635
8c359959-c371-4cd2-9aff-b0f3463920ac,23.370856046676636
