full time,Hc full,bitstring,demands,layers,search iterations (if aer),pref seed,n candidates,lambdas
235.9931001663208,161.0,01101010111110010101010000111011100011110000110001001110110000001111100111100011010101110101010100100010001010100111100011111101111010110000,,2,15,10,20,"{'demand': 2, 'fair': 10, 'pref': 5, 'unavail': 10, 'extent': 5, 'rest': 0, 'titles': 5, 'memory': 3}"
