full time,Hc full,bitstring,demands,layers,search iterations (if aer),pref seed,n candidates,lambdas
322.28185987472534,-124.0,01111010011100010011011000111011000011111010100010001110010111001100110111100111110001110101000111010010001110001011101011111001110010011111,,2,20,10,50,"{'demand': 2, 'fair': 10, 'pref': 5, 'unavail': 10, 'extent': 5, 'rest': 0, 'titles': 5, 'memory': 3}"
