sampler id:s,time
4a9f2acf-ca44-4108-8d9c-27a049086ab3,14.388097047805786
2e90c407-ff4f-4c04-8dfd-629ad4bbd5cb,15.432845115661621
5d117eea-710a-4e49-b20e-d0f4f1440e23,15.821568965911865
848034c1-2539-463d-8c23-a5539119c671,15.85343623161316
f861f3d7-6d88-49d8-9beb-e99d3a3705d8,15.640587091445923
b1befe22-f5c8-4f2b-ba9e-f8e65197126c,15.771857023239136
507b8e3b-0675-452c-addd-8545e3d27db2,15.565489768981934
54b65ba6-0c7f-4bcb-95b8-de333213e9ed,17.37072205543518
176ef948-1ea3-4f35-87fc-e2b827909a8a,17.487766981124878
85202a9d-df7a-4b52-9154-f540b4687f69,17.57281994819641
24c1d392-4712-4dcd-935f-da493491fbc3,16.36168909072876
f97def8a-ac06-489d-844e-491fb9eecc5e,17.79525876045227
d9c8331c-4219-4edd-9686-4b2588926574,18.073709964752197
ac33c1a2-7b77-4a6e-9241-36b1a2e0ef42,17.40363121032715
