full time,Hc full,bitstring,demands,layers,search iterations (if aer),pref seed,n candidates,lambdas
313.55615520477295,61.0,01110110111100101010010100110101100010111001010001001011001110001111100110101011010001111101100010100010000111001111000011111101110110111100,,2,20,10,20,"{'demand': 2, 'fair': 10, 'pref': 5, 'unavail': 10, 'extent': 5, 'rest': 0, 'titles': 5, 'memory': 3}"
