full time,Hc full,bitstring,demands,layers,search iterations (if aer),pref seed,n candidates,lambdas
365.1374988555908,-316.0,01101011101110011101000100111001100011110001001100101110011100011101101011101001100101110101000110010010001110001011100011111101110010110110,,2,20,10,60,"{'demand': 2, 'fair': 10, 'pref': 5, 'unavail': 10, 'extent': 5, 'rest': 0, 'titles': 5, 'memory': 3}"
