sampler id:s,time
f5a9ba79-a09a-4718-a347-0ee920901e0e,13.624967813491821
2bb94705-0aaf-433f-865c-0d97f86656a7,15.19684100151062
68121757-889e-4e2c-a1de-46ba73afaf10,16.49838089942932
8a3937bb-d644-47b9-8cf1-895fe5626154,18.089549779891968
da10aba8-eb79-443a-b103-adebf1f2f419,32.021706104278564
7e5bb152-dac0-4ff5-aed3-c892826df5b2,65.11685109138489
238024c0-a31a-4ee1-95bc-3a393b74a21f,60.971840143203735
0483728f-91d4-46c1-8d40-e16ba7fddb52,66.24405312538147
be978c82-82eb-4db8-b058-41ebdb6ba1e3,49.73932194709778
63548a82-4893-4b75-aa28-c37070c68ee1,67.21381497383118
5c293d6b-bbba-4f75-b11b-c70dc701e94d,68.153235912323
a7b92914-f7be-4173-a71f-542ca69bdf47,75.43668293952942
0a6b5c5b-75fc-42ed-b704-234a3e289a58,77.28122401237488
7214d2f9-d884-4d66-b6f5-e9405d11a950,62.86160898208618
