full time,Hc full,bitstring,demands,layers,search iterations (if aer),pref seed,n candidates,lambdas
248.18047714233398,-79.0,01101010001110101100011101110101110011100001100100101110100110110101110111100011100001110101000110100010001110000111100011111101110010111100,,2,15,10,80,"{'demand': 2, 'fair': 10, 'pref': 5, 'unavail': 10, 'extent': 5, 'rest': 0, 'titles': 5, 'memory': 3}"
