full time,Hc full,bitstring,demands,layers,search iterations (if aer),pref seed,n candidates,lambdas
693.3607840538025,-340.0,01000010111110011111010000111011100011110001010100101010101110100111100110100111010101100101010010010010001011001011100011111001110010111101,,2,15,10,20,"{'demand': 2, 'fair': 10, 'pref': 5, 'unavail': 10, 'extent': 5, 'rest': 0, 'titles': 5, 'memory': 3}"
