full time,Hc full,bitstring,demands,layers,search iterations (if aer),pref seed,n candidates,lambdas,constraints
1970.0989708900452,-4820.5,001000100010110111101011110001011000100000010000101110000110100111111100111101101011111100011111000011000001111000011100011110110011001001100111101000101100011101101101100010010101100111100000001000010101111110011000010111100111000011110010011110110000011010001101001111000011111111100001000110110101011011000111110100111010101000011100100110001110110110100011011101001010110000010110011010110111001011110100110010010010,,2,20,10,50,"{'demand': 3, 'fair': 10, 'pref': 5, 'unavail': 15, 'extent': 8, 'rest': 0, 'titles': 8, 'memory': 3}","{'demand': {'correct rate': 0.17857142857142858, 'too many': np.float64(1.0), 'too few': np.float64(34.0)}, 'titles': {'ST error': 8, 'UL error': 8, 'ÖL error': 7}, 'preference': {'satisfaction': array([[5.6149972 , 6.24963685, 8.20246771, 8.03645507, 2.13012133,
        5.73678509, 7.47369948, 0.69939567, 5.71208164, 5.40471749,
        6.21494376, 9.42251318, 6.78696313, 2.03078918, 9.0550596 ]]), 'prefer satisfied': array([[0.66666667, 0.6       , 1.        , 0.75      ,        nan,
        0.77777778, 0.75      , 1.        , 1.        , 1.        ,
        0.75      , 0.72727273, 0.75      , 0.75      , 0.81818182]]), 'prefer not satisfied': array([[0.8       , 1.        , 1.        , 0.66666667, 0.66666667,
        0.        , 1.        , 0.42857143, 1.        , 0.        ,
        0.83333333, 0.8       , 0.75      ,        nan, 1.        ]])}, 'extent': {'error': array([[-30.        , -10.        ,  -5.        , -25.        ,
         -6.66666667,   6.66666667, -26.66666667, -25.        ,
        -30.        , -20.        , -30.        , -25.        ,
        -20.        ,  30.        , -30.        ]])}}"
