full time,Hc full,bitstring,demands,layers,search iterations (if aer),pref seed,n candidates,lambdas
450.89211988449097,-166.5,1001010011110101111011110110011110101000100000010000110001101001011110111110001110110111110011110000111001101100101000011110110110000011011001011000000110110111100111111001100110111010101000000110010001100100110111000101111001111000111100010111101110010111001011110001111000111111,,2,15,10,20,"{'demand': 2, 'fair': 10, 'pref': 5, 'unavail': 10, 'extent': 5, 'rest': 0, 'titles': 5, 'memory': 3}"
