sampler id:s,time,pref seed
04848044-a05f-4a86-ab2e-a557a894a48e,4,10
2d296bc2-d3a4-4681-bbc3-31a2e780c5e6,4,10
f6ef470c-0a6d-413a-83f9-e42242840826,4,10
2aad585a-0ff3-4a27-ac9c-531c11e5dda2,4,10
d9910fcb-056b-4e12-94b5-21d40e7a3dde,4,10
