sampler id:s,time
82a9f270-0e85-46c8-9777-3d6e2057b77c,13.591545820236206
42aa5d55-c32c-4ed0-9f8c-1eeb0a942618,14.853265285491943
4c4ccb8a-1d0b-4f32-849e-fa8bb3245fa6,15.372325897216797
1f962622-182e-40be-bd7d-baa5202e3000,16.708478927612305
0b689dee-1823-46f1-bd9e-783b5dae0939,16.013396978378296
5c985202-0d10-4d32-b17b-058d3b0db0fe,16.48891592025757
d6fecaca-b0cb-48f8-9474-d3c694001574,15.791368961334229
4d084874-3ddd-4c8e-ae14-8e7d2a714a10,18.164203882217407
90f6d280-7869-4583-a048-999e79c30460,17.986886978149414
25fce746-f5c3-4877-915f-68fec5f00c13,17.662315845489502
2d74d476-9479-46ea-a333-d5c4f750b3e2,17.252198934555054
ff8ba6e0-506b-454d-921a-7376bd351fd2,18.73312497138977
3c020528-85e0-420c-a69d-f58cc40d212a,18.9253191947937
b417a6b4-4169-40d1-a6d6-03e4afa22cb5,17.088625192642212
