sampler id:s,time
1e8bd469-64a8-4274-ad33-88e03515f29c,62.804755210876465
9cb3ad23-b72d-4ad6-b392-fce7e08aa795,66.14833092689514
f3d7a7fe-824d-4191-b9dc-f923d84d42f3,69.83888173103333
ec8f210c-6ea2-41a7-a68b-9daef5bad13c,70.52455830574036
4183d43f-1887-4449-abdc-d004784b9e32,69.99867582321167
78e126cc-de06-4b4b-8670-7c74476db359,70.37787795066833
b8068c7a-dac9-4c9a-bbb6-f672bbe064b9,68.19301199913025
b2b85314-a2ee-4e6a-9d73-3c8c3254eb2e,69.73335695266724
a78205b8-d0d8-4f7c-a962-1571d2f1f2a0,72.38933610916138
4be48b7e-0122-4ef8-97ec-1aba3960d167,74.17123818397522
a00ee6b0-7015-4682-b8c7-c125bf90bf3b,73.01247096061707
572446fb-174b-4bcf-9e67-29de90402ada,71.95748686790466
81fba378-0302-4163-9d7b-b2b497f8cf5e,75.37498021125793
0c0c6a51-9f18-4e70-9472-3bb3af3b4246,76.99479508399963
3926cec2-552b-4f71-98f4-f235873c6471,71.78356790542603
20621176-ae3a-4a3a-a187-dac6caeb38d5,72.47018003463745
40b030d2-2163-4a75-b00c-6d98b26f1291,72.70074200630188
e4e3b94d-1563-4f68-b18b-fd860eca996a,77.00707983970642
d5cb4eb5-21e6-4cc0-bb09-3f798354256c,73.506019115448
3af880be-3db3-43e9-8278-9202621ae7f5,77.48607087135315
7a75a9eb-f3af-462f-adb0-10ff8f6f8b78,85.77831196784973
170afc46-fa6c-426e-a0fc-75d969fb234c,86.03599309921265
a891135c-2012-4fbf-8006-821a29341beb,89.64954113960266
8b32256d-a29a-41e8-9bcf-b77bea392eb5,85.44450283050537
10a13543-d164-4b9c-83ee-abf7483b3f15,82.85051584243774
c1b83e12-1656-448e-9252-cc5ff14b719a,89.41418290138245
755f72c7-cbaf-4316-900a-342a66d210c0,91.25422406196594
f1ec244d-c9a9-46bf-8097-f91f3192645f,85.14361715316772
