sampler id:s,time,pref seed
5b0b8265-0e78-4d65-aba8-f62618213048,4.291076898574829,10
0bfc020a-e883-4861-8345-5403add6f2bc,4.210012912750244,10
b22da027-1e59-4724-a6c3-62be1db9a3bd,4.545661926269531,10
a65fb6c3-1fe8-4082-ba4a-30f8b2f86027,4.403229236602783,10
e3454f49-d45d-46c9-9bbd-88e09733ebc7,4.360540866851807,10
