sampler id:s,time
916e637e-81c6-426f-a293-a9659f526063,64.65300512313843
982f513d-6351-432f-b36e-4510cd42f307,64.95159387588501
2c1902c9-b82c-40d3-ab81-4f3ab33d4061,67.88586282730103
ce069540-8b4d-4f7b-a46e-18271cb3c0fc,67.66420722007751
bac4ec16-d991-4978-a6a2-4d34bfcb403f,68.79924988746643
7fbc2d39-f116-4442-90fa-5dbb0b9a037c,71.45676898956299
b1a29bcf-1be7-473d-9d01-fb120c3c9a3d,70.56049513816833
48e6f383-74d5-4300-8bd3-9aa2a967a631,68.70145201683044
6767de91-f2da-41bc-ad17-010a1ad1d2fd,68.33775186538696
17b63797-b95a-4ea2-b03b-623cc94081b8,71.06208610534668
10389f03-6940-4bc2-8d5d-c6998ca7ebfc,70.60488295555115
a377c7d3-c877-4eaa-95dd-9576a86d71f3,70.6459538936615
8f2ccf2f-2265-4dba-a2c0-d95d73fa4ad5,70.68666815757751
ce0a8c3c-b139-4d72-a659-376f243ac24b,72.74165916442871
2b10fedc-9cb7-42ca-a15e-288b99a47aa4,69.12657117843628
982979d4-7f8c-4a82-b5d6-a71511cf2570,71.98257827758789
d67469bf-27de-47d7-83cd-ad2a478901c5,72.49460220336914
8e35dd5e-635a-4e1f-9a38-b76511eedea7,71.41783094406128
d11111b7-93a0-479b-84ef-5faee67d3edd,72.90447425842285
40f90aa9-490f-4d01-93e7-f79ceadb844a,69.12495112419128
3b7c7be1-61e4-4c40-a640-489a77804dfa,71.2879900932312
269f7d04-bd3f-4f94-aa6b-c1b88682933c,70.579843044281
02961fc8-69d9-44a8-aeae-81c9c82dd939,71.23698306083679
087ae47c-62f9-4f27-88d1-e67a4447cf44,71.46651220321655
ac188eaf-c656-4588-9765-d81f999661d2,70.15340924263
2ec81392-2ce2-4f27-b1e1-131bb9bd0731,70.99649095535278
6a85d413-ecd0-44cb-b2e7-fc5e89a27147,72.00854182243347
5b155e70-9f3c-44d6-8fee-fbd1c5df36f0,69.46768474578857
