full time,Hc full,bitstring,demands,layers,search iterations (if aer),pref seed,n candidates,lambdas
97.86533880233765,19.0,11011011101101,,2,20,10,60,"{'demand': 2, 'fair': 10, 'pref': 5, 'unavail': 10, 'extent': 5, 'rest': 0, 'titles': 5, 'memory': 3}"
