date,demand,attractiveness,staff,shift covered
2025-06-01,1,0.9090909090909092,['2'],ok
2025-06-02,2,0.0,"['0', '1']",ok
2025-06-03,2,0.4761904761904761,"['0', '3']",ok
2025-06-04,2,0.0,"['1', '4']",ok
2025-06-05,2,0.4761904761904761,"['2', '3']",ok
