date,demand,attractiveness,staff,shift covered
2025-06-22,1,0.0,['0'],ok
2025-06-23,2,0.0,"['0', '2']",ok
2025-06-24,2,0.0,"['1', '2']",ok
2025-06-25,2,0.4761904761904761,"['1', '2']",ok
2025-06-26,2,0.4761904761904761,"['0', '1']",ok
2025-06-27,2,-0.9523809523809524,"['0', '2']",ok
2025-06-28,1,0.9090909090909092,['1'],ok
