-31.200000000000003,1.6,1.6,1.6,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
0.8,-11.200000000000001,1.6,1.6,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0
0.8,0.8,-11.200000000000001,1.6,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0
0.8,0.8,0.8,-31.200000000000003,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0
20.0,0.0,0.0,0.0,-31.200000000000003,1.6,1.6,1.6,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,0.8,-11.200000000000001,1.6,1.6,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0
0.0,0.0,20.0,0.0,0.8,0.8,-11.200000000000001,1.6,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0
0.0,0.0,0.0,20.0,0.8,0.8,0.8,-31.200000000000003,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0
20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-31.200000000000003,1.6,1.6,1.6,40.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.8,-11.200000000000001,1.6,1.6,0.0,40.0,0.0,0.0
0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.8,0.8,-11.200000000000001,1.6,0.0,0.0,40.0,0.0
0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.8,0.8,0.8,-31.200000000000003,0.0,0.0,0.0,40.0
20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-31.200000000000003,1.6,1.6,1.6
0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.8,-11.200000000000001,1.6,1.6
0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.8,0.8,-11.200000000000001,1.6
0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.8,0.8,0.8,-31.200000000000003
